idiom_id_lang;idiom_id;idiom_string;CQL;List_most_common (1 = yes, 0 = no);nr_languages_found;language;domain_id;domain_name;superdomain;subdomain;idiom_frequency;idiom_frequency_per_mill;corpus_size;idiom_syntactic_type;source_volume;description_english;comment 
r03ge;r03;in einem Augenblick;"[lemma_lc=""in""] [lemma_lc=""ein|eine""] [lemma_lc=""Augenblick""]";1;50;ge;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;5386;0.27;19808173163;adverbial_idiom;Vol_II;‘in an instant, in a very short time, surprisingly quickly’;"In some languages, this compound is currently no longer perceived
as being semantically irregular; its figurative meaning can be determined at
best due to the etymology. For this reason, some of the terms mentioned below
are not considered as idioms and do not appear in idiom dictionaries. I address
this problem pragmatically, by translating the compounds as literally as possible.
For example, for the German in einem Augenblick—actually translating
as ‘in an instant’—I chose the “etymolo gical” translation “in an eye-glance”;
in this way, the similarities of the imagery (‘rapid movement of the eyelids’)
are apparent. Piirainen 2016, p. 507 "
r08ge;r08;mit beiden Beinen auf der Erde stehen / mit beiden Beinen fest auf dem Boden stehen;"[lemma_lc=""mit""] [lemma_lc=""beide""] [lemma_lc=""Bein""] [lemma_lc=""fest""]? [lemma_lc=""auf""] [lemma_lc=""die""] [lemma_lc=""Boden|Erde""] context [lemma=""stehen""] (-10..10,-KWIC)";0;NA;ge;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;2025;0.1;19808173163;verb_idiom;Vol_II;"‘to have a sensible and practical attitude to life; to be able to cope with life, to be free from fanciful, impractical ideas’";probably also literal occurences
r09ge;r09;Salz auf die/in die Wunde streuen;"[lemma_lc=""Salz""] [lemma_lc=""in|auf""] [tag=""ART.*""] [lemma_lc=""Wunde""]";0;NA;ge;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;1088;0.05;19808173163;verb_idiom;Vol_II;"‘to intentionally increase someone’s pain or shame; to make a difficult situation even worse for someone; to add deliberately to someone’s misery’";
r17ge;r17;Balsam für die Seele;"[lemma_lc=""Balsam""] [lemma_lc=""für""] [] [lemma_lc=""Seele""]";0;NA;ge;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;6109;0.31;19808173163;verb_idiom;Vol_II;‘something felt to be pleasant, healing and soothing, if one is in an emotional depth’;
r18ge;r18;(das ist) zu schön, um wahr zu sein;"[lemma_lc=""zu""] [lemma_lc=""schön""] [lemma_lc="",""]? [lemma_lc=""um""] [lemma_lc=""wahr""] [lemma_lc=""zu""] [lemma_lc=""sein""]";0;NA;ge;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;6347;0.32;19808173163;verb_idiom;Vol_II;"‘this is so good or excellent that it defies belief, there is no way it could be true; it exceeds all expectations but probably cannot be realized’";"leave out ""das ist"""
s03ge;s03;ein goldenes Herz haben/Herz aus Gold haben;"([lemma_lc=""Herz""] [lemma_lc=""aus""] [lemma_lc=""Gold""] ) | ([lemma_lc=""golden""] [lemma_lc=""Herz""] )";1;48;ge;s;human_body;natural_phenomena;heart_head_nerves_skin;2641;0.13;19808173163;noun_idiom;Vol_II;"‘to have a good and generous character; to be a friendly, helpful, forgiving person whose qualities are much appreciated’";changed from verb idiom to noun idiom 
s04ge;s04;den Kopf verlieren;"[lemma_lc=""die""] [lemma_lc=""Kopf""] [lemma_lc=""zu""]? context [lemma=""verlieren""] (-1..1,-KWIC)";1;60;ge;s;human_body;natural_phenomena;heart_head_nerves_skin;2871;0.14;19808173163;verb_idiom;Vol_II;‘to lose one’s power of reasoning, to become so excited or confused that one gets into a panic and behaves irrationally’;
s06ge;s06;jmdm. auf die Nerven gehen;"[tag=""N.*"" | tag=""PRO\..*""] [lemma_lc=""auf""] [lemma_lc=""die""] [lemma_lc=""Nerv""] context [lemma=""gehen""] (-10..10,-KWIC)";1;60;ge;s;human_body;natural_phenomena;heart_head_nerves_skin;13976;0.71;19808173163;verb_idiom;Vol_II;"‘to annoy or disturb someone constantly; to exasperate someone by the repetition of some irritating action; to be a nuisance’";
s07ge;s07;seine/die (eigene) Haut retten;"[tag=""PRO.Poss.*"" | lemma_lc=""die""] [lemma_lc=""eigen""] [lemma_lc=""Haut""] filter retten (-1:s..1:s,+KWIC)";1;53;ge;s;human_body;natural_phenomena;heart_head_nerves_skin;1263;0.06;19808173163;verb_idiom;Vol_II;"‘to protect oneself from danger or difficulties, without worrying about other people; to escape from a disagreeable predicament’";
s10ge;s10;jmdm. Sind die Hände gebunden;"[lemma_lc=""die""] [lemma_lc=""Hand""] [lc=""gebunden""] filter sein (-1:s..1:s,+KWIC)";1;48;ge;s;human_body;natural_phenomena;hands_and_face_parts;7428;0.37;19808173163;verb_idiom;Vol_II;"‘to be unable to act because of some restrictions or hindrances; to have obligations which severely restrict one’s actions and freedom’";
s12ge;s12;mit bloßem Auge;"[lemma_lc=""mit""] [lemma_lc=""bloß""] [lemma_lc=""Auge""]";0;NA;ge;s;human_body;natural_phenomena;hands_and_face_parts;15220;0.77;19808173163;adverbial_idiom;Vol_II;‘(to see something) without using any artificial help, without an optical ninstrument such as binoculars, microscope or telescope’;
a16en;a16;a/the lesser evil  ;" [lemma_lc=""a|the""] [lemma_lc=""lesser""] [lemma_lc=""evil"" & tag=""N.*""]";1;49;en;a;ancient_sources;intertextuality;proverbial_phrases_antiquity;3169;0.12;25825512637;noun_idiom;Vol_I;"‘the somewhat less unpleasant of two poor choices; the option with the smaller disadvantage’";"allow for plural ""evils"" "
a17en;a17;the die /was, has been) is cast  ;"[lc=""the""] [lc=""die""] [lemma_lc=""be|have""] [tag=""VBN""]? [lc=""cast""]";1;49;en;a;ancient_sources;intertextuality;proverbial_phrases_antiquity;1942;0.08;25825512637;sentence_idiom;Vol_I;"‘an important decision about the future has been made or something important has happened, and there is no turning back; an irrevocable step has been taken’";
a20en;a20;to add fuel to the fire/flames  ;"[lemma_lc=""fuel""] [lemma_lc=""to""] [lemma_lc=""the""] [lemma_lc=""fire|flame""] context [lemma=""add""] (-5..5,-KWIC)";1;59;en;a;ancient_sources;intertextuality;proverbial_phrases_antiquity;4275;0.17;25825512637;verb_idiom;Vol_I;‘to make a difficult situation even worse, exaggerating a conflict, to aggravate someone’s rage’;
b03en;b03;by the sweat of one’s brow  ;"[lemma_lc=""by""] [lemma_lc=""the""] [lemma_lc=""sweat""] [lemma_lc=""of""] [tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""brow""]
";1;59;en;b;bible ;intertextuality;old_testament;856;0.03;25825512637;adverbial_idiom;Vol_I;"‘by very hard work, either physical or mental; very toilsome; with the greatest effort’";
b08en;b08;the black sheep in the family  ;"[tag=""DT""] [lemma_lc=""black""] [lemma_lc=""sheep""] [lemma_lc=""of""]? [lemma_lc=""the""]? [lemma_lc=""family""]? Hide sub-hits ";1;49;en;b;bible ;intertextuality;old_testament;4059;0.16;25825512637;noun_idiom;Vol_I;"‘an odd or disreputable member of a group; someone who is very different from the rest of his/her family, group or society and considered worthless by them because s/he is less successful or more contemptible than the rest’";
b20en;b20;to wash one’s hands of sth.  ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""hand""] [lemma_lc=""of""] context [lemma=""wash""] (-5..5,-KWIC)";1;54;en;b;bible ;intertextuality;old_and_new_testament;4319;0.17;25825512637;verb_idiom;Vol_I;"to absolve oneself from responsibility; to declare that one no longer wishes to be involved in a matter and will therefore not be implicated in the outcome of events; to refuse to take any further part in an endeavor’";
b23en;b23;to take sb. under one’s wings  ;" [lemma_lc=""under""] [tag=""N.*"" | tag=""PP.?""] [lemma_lc=""wing""] context [lemma=""take""] (-5..5,-KWIC)";1;62;en;b;bible ;intertextuality;old_and_new_testament;7521;0.29;25825512637;verb_idiom;Vol_I;"‘to help and protect someone, especially someone who is younger or less experienced; to provide someone with friendly encouragement or protection’";
b29en;b29;to separate the wheat/grain from the chaff ;"[lemma_lc=""wheat|grain""] [lemma_lc=""from""] [lemma_lc=""the""]? [lemma_lc=""chaff""] context [lemma=""separate""] (-5..5,-KWIC)";1;52;en;b;bible ;intertextuality;new_testament;2102;0.08;25825512637;verb_idiom;Vol_I;‘to decide which things or people in a group are good or necessary, and which are not, to distinguish valuable from worthless’;
b34en;b34;to build on sand  ;"[lemma_lc=""on""] [lemma_lc=""sand""] context [lemma=""build""] (-5..5,-KWIC)";1;52;en;b;bible ;intertextuality;new_testament;1400;0.05;25825512637;verb_idiom;Vol_I;‘to have no secure foundation and therefore to be likely to collapse or come to an end’;
c14en;c14;to tear/pull one’s hair out  ;"[lemma_lc=""pull|tear""] [tag=""CDZ |PPZ""] [lemma_lc=""hair""] [lemma_lc=""out""]";1;62;en;c;ancient_sources;intertextuality;ancient_textual_sources_and_other_sources;4787;0.19;25825512637;verb_idiom;Vol_I;"‘to be unbearably frustrated or worried about something; to show extreme desperation, to be in deep despair; to be horrified’";
c25en;c25;night and day  OR day and night ;"[lc=""night""] [lc=""and""] [lc=""day""]";1;69;en;c;ancient_sources;intertextuality;ancient_textual_sources_and_other_sources;98908;3,83;25825512637;adverbial_idiom;Vol_I;"‘all the time; around the clock, continually, perpetually’";merged two columns
c26en;c26;"from head to toe/foot ; from top to toe";"[lemma_lc=""from""] [lemma_lc=""head|top""] [lemma_lc=""to""] [lemma_lc=""toe|foot""]";1;62;en;c;ancient_sources;intertextuality;ancient_textual_sources_and_other_sources;16939;0.66;25825512637;adverbial_idiom;Vol_I;"‘1. from top to bottom; the whole of someone’s body; 2. completely, totally; through and through’";
e03en;e03;to take the bull by the horns  ;"[tag=""DT""] [lemma_lc=""bull""] [lemma_lc=""by""] [tag=""DT"" | tag=""PP.?""] [lemma_lc=""horn""] context [lemma=""take""] (-5..5,-KWIC)";1;55;en;e;proverbs;intertextuality;medieval_proverb_collections;1792;0.07;25825512637;verb_idiom;Vol_I;"‘to deal fearlessly with a problem; to act decisively and with determination in order to deal with a difficult situation’";
e05en;e05;to buy/sell a cat in the sack/a pig in a poke  ;"([lemma_lc=""cat""] [lemma_lc=""in""] [tag=""DT""] [lemma_lc=""sack""] ) | ([lemma_lc=""pig""] [lemma_lc=""in""] [tag=""DT""] [lemma_lc=""poke""] ) context [lemma=""buy""] (-5..5,-KWIC)
";1;48;en;e;proverbs;intertextuality;medieval_proverb_collections;317;0.01;25825512637;verb_idiom;Vol_I;"‘to buy or accept something without inspecting or thinking about it carefully first; with the result that one gets something that one does not want; to make an uninformed decision’";leave out pig in a poke? , rare in English, 26 for cat 303 for pig --> decided to leave in because no other idioms in most ferquent left 
e09en;e09;to beat/bang/run one’s head against a brick wall  ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""head""] [lemma_lc=""against""] [tag=""DT""] [lemma_lc=""brick""]? [lemma_lc=""wall""] context [lemma=""beat|bang|run""] (-5..5,-KWIC)
";1;50;en;e;proverbs;intertextuality;medieval_proverb_illustrations ;2813;0.11;25825512637;verb_idiom;Vol_I;"‘to waste one’s time and energy attempting the impossible and get
frustrated by doing so; to make fruitless endeavors in a hopeless enterprise (even using force)’";
e10en;e10;(to be) armed to the teeth ;"[lemma_lc=""to""] [lemma_lc=""the""] [lemma_lc=""tooth""] context [lemma=""arm""] (-5..5,-KWIC)";1;46;en;e;proverbs;intertextuality;medieval_proverb_illustrations ;3441;0.13;25825512637;verb_idiom;Vol_I;"‘to possess a lot of weapons or any effective weapon; to be overly well equipped or prepared’";
e17en;e17;to go in at one ear and out at the other  ;"[lemma_lc=""in""][lemma_lc= ""at""]? [lemma_lc=""one""] [lemma_lc=""ear""] context [lemma=""go""] (-5..5,-KWIC)";1;48;en;e;proverbs;intertextuality;medieval_literary_texts;871;0.03;25825512637;verb_idiom;Vol_I;"‘(of advice, instructions, etc.) to be heard without making any lasting impression on the listener; to be utterly ignored and unheeded, not to be taken note of intentionally’";
e21en;e21;to play with fire  ;"[lemma_lc=""with""] [lemma_lc=""fire""] context [lemma=""play""] (-5..5,-KWIC) Hide sub-hits ";1;64;en;e;proverbs;intertextuality;medieval_literary_texts;6187;0.24;25825512637;verb_idiom;Vol_I;‘to take needless risks in a situation that one knows is dangerous, to meddle with something that is potentially dangerous or harmful’;
f05en;f05; the lion's den;"[tag=""DT""] [lemma_lc=""lion""] [lemma_lc=""den""]";0;NA;en;f;fables_folk_narratives;intertextuality;aesopic_types ;3357;0.13;25825512637;verb_idiom;Vol_I;"‘to expose oneself to great danger by entering an opponent’s territory; to go and see someone who has power or authority over you and tell them what you want or why you disagree with them’";"only use noun idiom ""lion's den"" The verb can be varies and otherwise frequency in English is less 0.01."
f08en;f08;to fish in troubled/muddy waters ;"[lemma=""fish"" & tag=""V.*""] [lemma=""in""] [lemma=""troubled|muddy""] [lemma=""water""]";1;51;en;f;fables_folk_narratives;intertextuality;aesopic_types ;201;0.01;25825512637;verb_idiom;Vol_I;‘to try to take advantage of a confused situation, to make capital out of someone else’s misfortune using dubious methods’;
f14en;f14;(to look/search )for a needle in a haystack ;"[lemma_lc=""for""]? [tag=""DT""] [lemma_lc=""needle""] [lemma_lc=""in""] [tag=""DT""] [lemma_lc=""haystack""] context [lemma=""search|look""] (-5..5,-KWIC) Hide sub-hits ";1;60;en;f;fables_folk_narratives;intertextuality;jests_and_comical tales;1040;0.04;25825512637;verb_idiom;Vol_I;"‘to try to find something very small that is lost among many other
things; to look for something that is impossible to find; to be bothered with searching without any prospect of success’";
f24en;f24;to be/fight like cat and dog  ;" [lemma_lc=""like"" & tag=""IN""] [lemma_lc=""cat""] [lemma_lc=""and""] [lemma_lc=""dog""] context [lemma=""fight|be""] (-2..2,-KWIC)";1;68;en;f;fables_folk_narratives;intertextuality;animal_tales;422;0.02;25825512637;verb_idiom;Vol_I;"‘(of two people who know each other well) to frequently have violent
arguments with each other, to keep quarrelling and get very angry with each other most of the time’";For F take 2 from each source (Animal tales, aesopic fables, jests) leave out fairy tales because they are not used in many languages French not very common  
f25en;f25;to play cat and mouse with sb  ;"[lemma_lc=""cat""] [lemma_lc=""and""] [lemma_lc=""mouse""] context [lemma=""play""] (-5..5,-KWIC)";1;54;en;f;fables_folk_narratives;intertextuality;animal tales;1209;0.05;25825512637;verb_idiom;Vol_I;"‘to stall someone off, letting him/her wait for a (negative) decision; to alternate harshness and leniency in one’s treatment of a helpless victim; to manipulate an opponent in a way alternately designed to provoke and spoil him’";leave out with
f27en;f27;crocodile tears  ;"[lemma_lc=""crocodile""] [lemma_lc=""tear""]";1;55;en;f;fables_folk_narratives;intertextuality;animal_tales;2729;0.11;25825512637;verb_idiom;Vol_I;"‘to show false or pretended sadness, to display insincere grief; to pretend that one is weeping’";"leave out ""weep"" since crocodile tear in itself are idiomatic and in some languages the notion of ""weep "" is not included. The distribution of frequencies was similar "
i01en;i01;in black and white / (with) black on white  ;"([lemma_lc=""in""] [lc=""black"" & tag=""J.*""] [lemma_lc=""and""] [lc=""white"" & tag=""J.*""] ) | ([lemma_lc=""with""] [lc=""black"" & tag=""J.*""] [lemma_lc=""on""] [lc=""white"" & tag=""J.*""] )";1;61;en;i;intellectual_technical_achievements;culture;writing_reading;21908;0.85;25825512637;adverbial_idiom;Vol_II;"‘1. reduced to writing; written down or in print, and therefore official; written proof of something; 2. written down or in print, and therefore very clear, in a comprehensive manner’";"probably also contains simple ""black and white"" as colour examples "
i03en;i03;to read between the lines  ;"[lemma_lc=""between""] [lemma_lc=""the""] [lemma_lc=""line""] context [lemma=""read""] (-5..5,-KWIC)";1;58;en;i;intellectual_technical_achievements;culture;writing_reading;9573;0.37;25825512637;verb_idiom;Vol_II;"‘to understand or deduce the real meaning of something; to perceive a hidden message or additional information, even though it is not stated explicitly’";
i05en;i05;one can count sth. on (the fingers of )one hand)  ;"[lemma_lc=""on""] [tag=""DT""]? [lemma_lc=""finger""]? [lemma_lc=""of""]? [lemma_lc=""one""] [lemma_lc=""hand""] context [lemma=""can""] (-5..5,-KWIC) context [lemma=""count""] (-5..5,-KWIC)";1;52;en;i;intellectual_technical_achievements;culture;writing_reading;2069;0.08;25825512637;verb_idiom;Vol_II;‘it is a very small number, there are surprisingly few of certain things’;"Changed, by allow allowing for ""on one hand"""
i09en;i09;to reinvent the wheel;"[lemma_lc=""the""] [lemma_lc=""wheel""] context [lemma=""reinvent""] (-5..5,-KWIC)";0;NA;en;i;intellectual_technical_achievements;culture;inventions;10325;0.4;25825512637;verb_idiom;Vol_II;"‘to waste time and effort in creating something that already exists orredoing work when it has already been done satisfactorily; to rethink an already working system, method, etc. that has long been accepted and even taken for granted’";
i16en;i16;to give sb. the green light ;"[lemma_lc=""the""] [lemma_lc=""green""] [lemma_lc=""light""] context [lemma=""give""] (-5..5,-KWIC)";1;59;en;i;intellectual_technical_achievements;culture;inventions;10563;0.41;25825512637;verb_idiom;Vol_II;‘to encourage or allow someone to proceed, to give someone permission to do something that they were planning to do or have asked to do’;
i18en;i18;to be on the same wavelength as someone;"[lemma_lc=""the""] [lemma_lc=""same""] [lemma_lc=""wavelength""] context [lemma=""be""] (-5..5,-KWIC)";0;NA;en;i;intellectual_technical_achievements;culture;inventions;2211;0.09;25825512637;verb_idiom;Vol_II;"‘to have similar ideas, interests, and opinions (to another person’s); to understand each other very well’";
k04en;k04;the devil is / lies in the detail;"[lemma_lc=""in""] [lemma_lc=""the""] [lemma_lc=""detail""] context [lemma=""devil""] (-5..5,-KWIC)";0;NA;en;k;special_concepts_world;culture;folk_belief;7220;0.28;25825512637;sentence_idiom;Vol_II;‘something looks easy to do but to carry it out proves much more difficultdue to small details that are overlooked and can cause serious problems’;
k10en;k10;the irony of fate;"[lemma_lc=""irony""] [lemma_lc=""of""] [lemma_lc=""fate""]";0;NA;en;k;special_concepts_world;culture;folk_belief;513;0.02;25825512637;noun_idiom;Vol_II;‘a paradoxical constellation that looks as if fate would be involved, a disastrous surprise without clear human intervention (said whensomething is surprisingly different than planned, when the opposite of what one had hoped for occurs)’;
k13en;k13;a black day ;"[tag=""DT""] [lemma_lc=""black""] [lemma_lc=""day""]";1;60;en;k;special_concepts_world;culture;folk_belief;1049;0.04;25825512637;noun_idiom;Vol_II;‘a day full of failures or disasters, when something very sad or unpleasant happens’;
k20en;k20;to/till/until the last breath  ;"[lemma=""till|to|until""] [lemma=""the""]? [lemma=""last""] [lemma=""breath""]";1;53;en;k;special_concepts_world;culture;birth_and_death;557;0.02;25825512637;adverbial_idiom;Vol_II;‘to the utmost, until the very end’;
k21en;k21;to dig one’s own grave  ;"[lemma_lc=""own""] [lemma_lc=""grave""] context [lemma=""dig""] (-5..5,-KWIC)";1;61;en;k;special_concepts_world;culture;birth_and_death;1554;0.06;25825512637;verb_idiom;Vol_II;‘to put oneself in a difficult situation by doing something wrong or making foolish mistakes, to bring about one’s own ruin or downfall and seriously harm oneself’;
k23en;k23;sb. (would) turn in his/her grave ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""grave""] context [lemma=""turn""] (-5..-1) context [lemma=""in""] (-5..-1)";1;57;en;k;special_concepts_world;culture;birth_and_death;1910;0.07;25825512637;sentence_idiom;Vol_II;‘someone (a dead person) would be very angry or upset about something which is happening now, if they were still alive to experience it’;
m03en;m03;the other side of the coin  ;"[tag=""DT""] [lemma_lc=""other""] [lemma_lc=""side""] [lemma_lc=""of""] [lemma_lc=""the""] [lemma_lc=""coin""]";1;55;en;m;material_culture_money_living;culture;money_trade_commerce;6334;0.25;25825512637;noun_idiom;Vol_II;"‘a completely different and perhaps contradictory aspect or attitude of a subject or situation; one of two differing views, showing the disadvantages of something that is actually advantageous’";
m04en;m04;at any cost/price;"[lc=""at""] [lc=""any""] [lc=""cost""]";0;NA;en;m;material_culture_money_living;culture;money_trade_commerce;23416;0.88;25825512637;adverbial_idiom;Vol_II;‘under all circumstances, at any rate, regardless of the costs and other disadvantages’;merged two columns
m08en;m08;to be a (real )gold mine;"[tag=""DT""] [lemma_lc=""real""]? [lemma_lc=""goldmine""] context [lemma=""be""] (-2..2,-KWIC)";0;NA;en;m;material_culture_money_living;culture;money_trade_commerce;2000;0.08;25825512637;verb_idiom;Vol_II;"‘to be a lucrative and inexhaustible source of income, to constantly generate a lot of money; to be a treasure trove, i.e. a source of rich information’";"make ""real"" optional"
m08fr;m08;être une (vraie) mine d’or;"[tag=""DET.*""] [lemma_lc=""vrai""]? [lemma_lc=""mine""] [lemma_lc=""de""] [lemma_lc=""or""] context [lemma=""être""] (-2..2,-KWIC)";0;NA;fr;m;material_culture_money_living;culture;money_trade_commerce;3202;0.28;19808173163;verb_idiom;Vol_II;"‘to be a lucrative and inexhaustible source of income, to constantly generate a lot of money; to be a treasure trove, i.e. a source of rich information’";"make ""vrai"" optional"
m13en;m13;to put all (one’s)eggs in / into one basket;"[lemma_lc=""all""] [tag=""PP.?""]? [lemma_lc=""egg""] [lemma_lc=""in|into""] [lemma_lc=""one""] [lemma_lc=""basket""] context [lemma=""put""] (-5..5,-KWIC)";0;NA;en;m;material_culture_money_living;culture;food_clothing_housing;2238;0.09;25825512637;verb_idiom;Vol_II;‘to stake everything on one chance, to invest all one’s money, effort, trust, etc. in one thing, without dispersing one’s risks, so that if it is not successful, one has no other chance’;
m20en;m20;to lose/miss the thread (of something) / to lose one’s thread ;"([lemma_lc=""the""] [lemma_lc=""thread""] [lemma_lc=""of""]? ) | ([tag=""PP.?""] [lemma_lc=""thread""] ) context [lemma=""lose|miss""] (-5..5,-KWIC) Hide sub-hits ";1;52;en;m;material_culture_money_living;culture;food_clothing_housing;1963;0.08;25825512637;verb_idiom;Vol_II;‘to get confused or forget what one wants to say, especially if it is long and complicated, to lose the train of thought’;
m21en;m21;to talk to a wall / brick wall;"[lemma_lc=""to""] [tag=""DT""] [lemma_lc=""brick""]? [lemma_lc=""wall""] context [lemma=""talk""] (-5..5,-KWIC)";0;NA;en;m;material_culture_money_living;culture;food_clothing_housing;933;0.04;25825512637;verb_idiom;Vol_II;to unsuccessfully try to persuade or reason with someone’;
n01en;n01;(to be caught)between two fires  ;"[lemma_lc=""between""] [lemma_lc=""two""] [lemma_lc=""fire""]";1;51;en;n;forces_of_nature;natural_phenomena;natural_forces_and_weather;734;0.03;25825512637;verb_idiom;Vol_II;"‘to be confronted by two equally threatening dangers, pressed from two sides simultaneously; to have a dilemma, to be involved in a conflict without the possibility of choosing one of two sides’";"leave out ""caught"". Otherwise low freqency "
n03en;n03;to keep one’s head above water;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""head""] [lemma_lc=""above""] [lemma_lc=""water""] context [lemma=""keep""] (-5..5,-KWIC)";1;48;en;n;forces_of_nature;natural_phenomena;natural_forces_and_weather;2661;0.1;25825512637;verb_idiom;Vol_II;"‘to stay out of trouble, especially out of financial difficulties, to keep away from insolvency; to efficiently fight for survival, to avoid being overwhelmed by one’s tasks or commitments’";"left out ""stay afloat"" because it does not exist in French or Ger,an"
n08en;n08;like a bolt from /out of the blue/out of a clear blue sky  ;"[lemma_lc=""like""] [tag=""DT""] [lemma_lc=""bolt""] [lemma_lc=""from|out""] [lemma_lc=""of""]? [tag=""DT""] [lemma_lc=""blue|clear""] [lemma=""blue""]? [lemma_lc=""sky""]? Hide sub-hits ";1;54;en;n;forces_of_nature;natural_phenomena;natural_forces_and_weather;392;0.02;25825512637;adverbial_idiom;Vol_II;‘completely surprising, without warning or preparation, totally unexpectedly (especially of negative events, shattering news, etc.)’;https://idioms.thefreedictionary.com/like+a+bolt+out+of+the+blue
n11en;n11;the calm before the storm  ;"[lemma_lc=""calm""] [lemma_lc=""before""] [lemma_lc=""the""] [lemma_lc=""storm""]";1;54;en;n;forces_of_nature;natural_phenomena;natural_forces_and_weather;2156;0.08;25825512637;noun_idiom;Vol_II;‘a peaceful and quiet period before a period of trouble or activity’;
n18en;n18;to shoot up/spring up/pop up like mushrooms  ;"[lemma_lc=""like""] [lemma_lc=""mushroom""] context [lemma=""shoot|spring|pop""] (-5..5,-KWIC)";1;48;en;n;forces_of_nature;natural_phenomena;plants_animals_animal_behaviour;707;0.03;25825512637;verb_idiom;Vol_II;"to grow rapidly; to suddenly come into existence in great numbers’";"added ""pop up"" https://idioms.thefreedictionary.com/like+mushrooms"
n26en;n26;to die/to be dropping like flies / to go down like flie ;"[lemma_lc=""like""] [lemma_lc=""fly"" & tag=""N.*""] context [lemma=""drop|die|down""] (-5..5,-KWIC)";1;48;en;n;forces_of_nature;natural_phenomena;plants_animals_animal_behaviour;2117;0.08;25825512637;verb_idiom;Vol_II;‘to rapidly collapse, die, or drop out in great numbers within a short period of time, usually for the same reason (referring to a group rather than an individual)’;
o01en;o01;to kill time (by/with doing something)  ;"[lemma_lc=""kill"" & tag=""V.*""] [lemma_lc=""time""]";1;57;en;o;time_space;natural_phenomena;time_day_and_hour;6184;0.24;25825512637;verb_idiom;Vol_II;‘to spend one’s time aimlessly, with useless, unimportant activities while one is waiting for time to pass, in order to escape boredom’;
o04en;o04;now or never  ;"[lc=""now""] [lc=""or""] [lemma_lc=""never""]";1;53;en;o;time_space;natural_phenomena;time_day_and_hour;4376;0.17;25825512637;adverbial_idiom;Vol_II;"‘(used as exclamation to express urgency): let us seize on the opportunity now; it must be done now or not at all’";
o11en;o11;sb.’s days are numbered  ;"[lemma_lc=""day"" & tag=""NNS""] []? []? []? [lemma_lc=""be""] [lemma_lc=""number"" & tag=""V.*""] Hide sub-hits ";1;55;en;o;time_space;natural_phenomena;time_day_and_hour;6104;0.24;25825512637;sentence_idiom;Vol_II;"‘someone will not stay alive for very long, is approaching the end of his/her life or existence; someone will not survive or remain in a particular position for much longer’";
o12en;o12;sb.’s last hour has come / sb.’s last hour has struck  ;"[lemma_lc=""last""] [lemma_lc=""hour""] [lemma_lc=""have""]? [lemma_lc=""come|strike""]";1;52;en;o;time_space;natural_phenomena;time_day_and_hour;183;0.01;25825512637;sentence_idiom;Vol_II;"‘someone’s death is very close; someone must die’";more fixed in english therefore do not use context function. A, b version?
o13en;o13;to go one’s own way ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""own""] [lemma_lc=""way""] context [lemma=""go""] (-2..-1)";1;52;en;o;time_space;natural_phenomena;spatial_extent_distance_resistance ;9141;0.35;25825512637;verb_idiom;Vol_II;"‘to become completely independent and self-reliant; to follow one’s inclinations, especially differing from what others are doing’";"only use ""left"" because ""go"" is a frequent verb and would produce too mayn FPs to the right. ""Go"" to the right of this idiom would also be very rare. Also do not use sentence conctext because  English ""in one's own way"" also has the meaning of ""in a manner that is unique to oneself."""
o20en;o20;to shut / slam the door in the/sb.’s face/to shut / slam the door in front of someone’s nose;"[lemma_lc=""the""] [lemma_lc=""door""] [lemma_lc=""in""] [tag=""N.*"" | tag=""PP.?"" | lemma_lc=""front"" | lemma_lc=""the""] [lemma_lc=""of""]? [tag=""N.*"" | tag=""PP.?""]? [lemma=""nose|face""] context [lemma=""slam|shut""] (-5..5,-KWIC)";1;53;en;o;time_space;natural_phenomena;spatial_extent_distance_resistance ;1307;0.05;25825512637;verb_idiom;Vol_II;‘to reject someone harshly, to refuse to talk to someone and terminate any further negotiations’;
p01en;p01;to take off one’s hat to sb.  ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""hat""] context [lemma=""take""] (-5..5,-KWIC) context [lemma=""off""] (-5..5,-KWIC) context [lemma=""to""] (-5..5,-KWIC)";1;59;en;p;gestures_postures_facial_expressions;culture;semiotized_gestures;2596;0.1;25825512637;verb_idiom;Vol_II;‘to have great respect for someone and express one’s admiration for their ability or achievement’;
